username,rating,comments,label,comments_processed,comments_clear_link,comments_clear_punctuation,comments_clear_special,comments_cleaned,comments_normalized,clean_comments
panh080899,5,"Màu sắc:xam
Đúng với mô tả:đúng với mô tả
Chất liệu:không biết

Áo khá dày, form đẹp nhưng mặc ở thoeif tiết SG thì hơi nóng",1,"màu_sắc : xam đúng mô_tả : đúng mô_tả chất_liệu : không biết áo khá dày , form đẹp nhưng mặc ở thoeif_tiết sg hơi nóng","Màu sắc:xam
Đúng với mô tả:đúng với mô tả
Chất liệu:không biết

Áo khá dày, form đẹp nhưng mặc ở thoeif tiết SG thì hơi nóng","Màu sắcxam
Đúng với mô tảđúng với mô tả
Chất liệukhông biết

Áo khá dày form đẹp nhưng mặc ở thoeif tiết SG thì hơi nóng",M u s c xam   ng v i m  t    ng v i m  t  Ch t li u kh ng bi t   o kh  d y  form   p nh ng m c   thoeif ti t SG th  h i n ng,m u s cxam   ng v i m  t   ng v i m  t  ch t li ukh ng bi t   o kh  d y form   p nh ng m c   thoeif ti t sg th  h i n ng,"Màu sắc:xam Đúng với mô tả:đúng với mô tả Chất liệu:không biết Áo khá dày, form đẹp nhưng mặc ở thoeif tiết SG thì hơi nóng",xam đúng đúng không biết áo khá dày form đẹp nhưng mặc thoeif tiết sg hơi nóng
thuyjimy,5,"Chất liệu:ok
Đúng với mô tả:ok
Màu sắc:ổn

Mua trên này giá rẻ hơn. Mọi người nên mua nha. Shop nhiệt tình",1,chất_liệu : ok đúng mô_tả : ok màu_sắc : ổn mua trên giá rẻ hơn . mọi người nên mua nha . shop nhiệt_tình,"Chất liệu:ok
Đúng với mô tả:ok
Màu sắc:ổn

Mua trên này giá rẻ hơn. Mọi người nên mua nha. Shop nhiệt tình","Chất liệuok
Đúng với mô tảok
Màu sắcổn

Mua trên này giá rẻ hơn Mọi người nên mua nha Shop nhiệt tình",Ch t li u ok   ng v i m  t  ok M u s c  n  Mua tr n n y gi  r  h n  M i ng  i n n mua nha  Shop nhi t t nh,ch t li uok   ng v i m  t ok m u s c n  mua tr n n y gi  r  h n m i ng  i n n mua nha shop nhi t t nh,Chất liệu:ok Đúng với mô tả:ok Màu sắc:ổn Mua trên này giá rẻ hơn. Mọi người nên mua nha. Shop nhiệt tình,ok đúng ok ổn mua trên giá rẻ hơn mọi người mua nha shop
p*****2,5,"Chất liệu:gios
Màu sắc:xanh than

đehp hôc trọ đổi trả nhah chóng nhậ viên tư vấb nhiệt tình xgyu",1,chất_liệu : gios màu_sắc : xanh than đehp hôc trọ đổi trả nhah_chóng nhậ_viên tư_vấb nhiệt_tình xgyu,"Chất liệu:gios
Màu sắc:xanh than

đehp hôc trọ đổi trả nhah chóng nhậ viên tư vấb nhiệt tình xgyu","Chất liệugios
Màu sắcxanh than

đehp hôc trọ đổi trả nhah chóng nhậ viên tư vấb nhiệt tình xgyu",Ch t li u gios M u s c xanh than   ehp h c tr    i tr  nhah ch ng nh  vi n t  v b nhi t t nh xgyu,ch t li ugios m u s cxanh than   ehp h c tr    i tr  nhah ch ng nh  vi n t  v b nhi t t nh xgyu,Chất liệu:gios Màu sắc:xanh than đehp hôc trọ đổi trả nhah chóng nhậ viên tư vấb nhiệt tình xgyu,gios xanh than đehp hôc trọ đổi trả nhah chóng tư vấb xgyu
tramcnktmt1234,5,"Đúng với mô tả:quá tuyệt
Chất liệu:Tốt
Màu sắc:ĐẸP

Mình săn sale giá tốt, sản phẩm tuyệt vời, hàng Việt Nam chất lượng cao, mình sài Yody nhiều sản phẩm rồi",1,"đúng mô_tả : quá tuyệt_chất_liệu : tốt màu_sắc : đẹp săn sale giá tốt , sản_phẩm tuyệt_vời , hàng việt_nam chất_lượng cao , sài yody nhiều sản_phẩm rồi","Đúng với mô tả:quá tuyệt
Chất liệu:Tốt
Màu sắc:ĐẸP

Mình săn sale giá tốt, sản phẩm tuyệt vời, hàng Việt Nam chất lượng cao, mình sài Yody nhiều sản phẩm rồi","Đúng với mô tảquá tuyệt
Chất liệuTốt
Màu sắcĐẸP

Mình săn sale giá tốt sản phẩm tuyệt vời hàng Việt Nam chất lượng cao mình sài Yody nhiều sản phẩm rồi",  ng v i m  t  qu  tuy t Ch t li u T t M u s c   P  M nh s n sale gi  t t  s n ph m tuy t v i  h ng Vi t Nam ch t l  ng cao  m nh s i Yody nhi u s n ph m r i,  ng v i m  t qu  tuy t ch t li ut t m u s c  p  m nh s n sale gi  t t s n ph m tuy t v i h ng vi t nam ch t l  ng cao m nh s i yody nhi u s n ph m r i,"Đúng với mô tả:quá tuyệt Chất liệu:Tốt Màu sắc:ĐẸP Mình săn sale giá tốt, sản phẩm tuyệt vời, hàng Việt Nam chất lượng cao, mình sài Yody nhiều sản phẩm rồi",đúng quá tuyệt tốt đẹp mình săn sale giá tốt hàng việt nam cao mình sài yody nhiều rồi
nguyentanhoangdung138,5,"tây tiến - ngữ văn 12 kết nối tri thức
sắp tới mình sẽ ít up bài hơn nhưng mong mn vẫn ủng hộ mình
mình sd màu nước holbein, leningrad, white nights granulation, bút deco pen và pentel brush sign pen màu black, green
font ở dưới cmt ạ",1,"tây tiến - ngữ_văn 12 kết_nối tri_thức sắp tới sẽ ít up bài hơn nhưng mong_mn vẫn ủng_hộ sd màu nước holbein , leningrad , white nights granulation , bút deco pen pentel brush sign pen màu black , green font ở dưới cmt ạ","tây tiến - ngữ văn 12 kết nối tri thức
sắp tới mình sẽ ít up bài hơn nhưng mong mn vẫn ủng hộ mình
mình sd màu nước holbein, leningrad, white nights granulation, bút deco pen và pentel brush sign pen màu black, green
font ở dưới cmt ạ","tây tiến  ngữ văn 12 kết nối tri thức
sắp tới mình sẽ ít up bài hơn nhưng mong mn vẫn ủng hộ mình
mình sd màu nước holbein leningrad white nights granulation bút deco pen và pentel brush sign pen màu black green
font ở dưới cmt ạ",t y ti n   ng  v n    k t n i tri th c s p t i m nh s   t up b i h n nh ng mong mn v n  ng h  m nh m nh sd m u n  c holbein  leningrad  white nights granulation  b t deco pen v  pentel brush sign pen m u black  green font   d  i cmt  ,t y ti n  ng  v n    k t n i tri th c s p t i m nh s   t up b i h n nh ng mong mn v n  ng h  m nh m nh sd m u n  c holbein leningrad white nights granulation b t deco pen v  pentel brush sign pen m u black green font   d  i cmt  ,"tây tiến - ngữ văn 12 kết nối tri thức sắp tới mình sẽ ít up bài hơn nhưng mong mọi người vẫn ủng hộ mình mình sd màu nước holbein, leningrad, white nights granulation, bút deco pen và pentel brush sign pen màu black, green font ở dưới cmt ạ",tây tiến sắp tới mình sẽ ít up bài hơn nhưng mong mn mình mình sd holbein leningrad white nights granulation bút deco pen pentel brush sign pen màu black green font dưới cmt
tuankietdinh575,5,"Chất liệu:gio
Đúng với mô tả:đúng
Màu sắc:đúng

Giao cho nhanh, giá hợp lý, tặng shop 5 sao, sẽ tiếp tục ủng hộ shop, nên mua nhé mọi người",1,"chất_liệu : gio đúng mô_tả : đúng màu_sắc : đúng giao nhanh , giá hợp_lý , tặng shop 5 sao , sẽ tiếp_tục ủng_hộ shop , nên mua nhé mọi người","Chất liệu:gio
Đúng với mô tả:đúng
Màu sắc:đúng

Giao cho nhanh, giá hợp lý, tặng shop 5 sao, sẽ tiếp tục ủng hộ shop, nên mua nhé mọi người","Chất liệugio
Đúng với mô tảđúng
Màu sắcđúng

Giao cho nhanh giá hợp lý tặng shop 5 sao sẽ tiếp tục ủng hộ shop nên mua nhé mọi người",Ch t li u gio   ng v i m  t    ng M u s c   ng  Giao cho nhanh  gi  h p l   t ng shop   sao  s  ti p t c  ng h  shop  n n mua nh  m i ng  i,ch t li ugio   ng v i m  t   ng m u s c  ng  giao cho nhanh gi  h p l  t ng shop   sao s  ti p t c  ng h  shop n n mua nh  m i ng  i,"Chất liệu:gio Đúng với mô tả:đúng Màu sắc:đúng Giao cho nhanh, giá hợp lý, tặng shop 5 sao, sẽ tiếp tục ủng hộ shop, nên mua nhé mọi người",gio đúng đúng đúng giao nhanh giá tặng shop sẽ shop mua mọi người
l*****5,5,"Đã nhận được hàng, shop giao hàng nhanh và đong gói kỹ, áo đẹp, dây kéo tốt",1,"nhận hàng , shop giao hàng nhanh đong_gói kỹ , áo đẹp , dây kéo tốt","Đã nhận được hàng, shop giao hàng nhanh và đong gói kỹ, áo đẹp, dây kéo tốt",Đã nhận được hàng shop giao hàng nhanh và đong gói kỹ áo đẹp dây kéo tốt,   nh n    c h ng  shop giao h ng nhanh v   ong g i k    o   p  d y k o t t,   nh n    c h ng shop giao h ng nhanh v   ong g i k   o   p d y k o t t,"Đã nhận được hàng, shop giao hàng nhanh và đong gói kỹ, áo đẹp, dây kéo tốt",nhận hàng shop giao hàng nhanh đong gói kỹ áo đẹp dây kéo tốt
cuncunsun,5,"Áo khoát đẹp, giao hàng nhanh chóng, vừa người, áo tiện lợi, để giặt, màu đẹp, đúng mô tả, mua onl giảm nhiều hơn, đáng mua",1,"áo khoát đẹp , giao hàng nhanh_chóng , vừa người , áo tiện_lợi , để giặt , màu đẹp , đúng mô_tả , mua onl giảm nhiều hơn , đáng mua","Áo khoát đẹp, giao hàng nhanh chóng, vừa người, áo tiện lợi, để giặt, màu đẹp, đúng mô tả, mua onl giảm nhiều hơn, đáng mua",Áo khoát đẹp giao hàng nhanh chóng vừa người áo tiện lợi để giặt màu đẹp đúng mô tả mua onl giảm nhiều hơn đáng mua, o kho t   p  giao h ng nhanh ch ng  v a ng  i   o ti n l i     gi t  m u   p    ng m  t   mua onl gi m nhi u h n    ng mua, o kho t   p giao h ng nhanh ch ng v a ng  i  o ti n l i    gi t m u   p   ng m  t  mua onl gi m nhi u h n   ng mua,"Áo khoát đẹp, giao hàng nhanh chóng, vừa người, áo tiện lợi, để giặt, màu đẹp, đúng mô tả, mua onl giảm nhiều hơn, đáng mua",áo khoát đẹp giao hàng vừa người áo giặt màu đẹp đúng mua onl giảm nhiều hơn đáng mua
tnpthao24,5,"Áo đẹp, mà dày lắm, nên chỉ thích hợp mùa lạnh hoặc nơi khó hậu mát thôi. Mùa nắng nóng mà bận chạy ngoài đường chịu ko nổi.",1,"áo đẹp , mà dày lắm , nên chỉ thích_hợp mùa lạnh hoặc nơi khó hậu_mát thôi . mùa nắng_nóng mà bận chạy ngoài đường chịu không nổi .","Áo đẹp, mà dày lắm, nên chỉ thích hợp mùa lạnh hoặc nơi khó hậu mát thôi. Mùa nắng nóng mà bận chạy ngoài đường chịu ko nổi.",Áo đẹp mà dày lắm nên chỉ thích hợp mùa lạnh hoặc nơi khó hậu mát thôi Mùa nắng nóng mà bận chạy ngoài đường chịu ko nổi, o   p  m  d y l m  n n ch  th ch h p m a l nh ho c n i kh  h u m t th i  M a n ng n ng m  b n ch y ngo i    ng ch u ko n i , o   p m  d y l m n n ch  th ch h p m a l nh ho c n i kh  h u m t th i m a n ng n ng m  b n ch y ngo i    ng ch u ko n i,"Áo đẹp, mà dày lắm, nên chỉ thích hợp mùa lạnh hoặc nơi khó hậu mát thôi. Mùa nắng nóng mà bận chạy ngoài đường chịu không nổi.",áo đẹp dày chỉ mùa lạnh hoặc nơi khó hậu mát thôi mùa bận chạy ngoài đường chịu ko nổi
h*****1,5,"“Càng có nhiều trải nghiệm, bạn càng trưởng thành hơn. Vì vậy, đừng sợ phải thử, hãy sống và trải nghiệm tất cả những gì tồn tại trong đời” – Osho.",1,"“ càng nhiều trải_nghiệm , càng trưởng_thành hơn . vì_vậy , đừng sợ phải thử , hãy sống trải_nghiệm tất_cả gì tồn_tại đời ” – osho .","“Càng có nhiều trải nghiệm, bạn càng trưởng thành hơn. Vì vậy, đừng sợ phải thử, hãy sống và trải nghiệm tất cả những gì tồn tại trong đời” – Osho.",Càng có nhiều trải nghiệm bạn càng trưởng thành hơn Vì vậy đừng sợ phải thử hãy sống và trải nghiệm tất cả những gì tồn tại trong đời  Osho, C ng c  nhi u tr i nghi m  b n c ng tr  ng th nh h n  V  v y    ng s  ph i th   h y s ng v  tr i nghi m t t c  nh ng g  t n t i trong   i    Osho ,c ng c  nhi u tr i nghi m b n c ng tr  ng th nh h n v  v y   ng s  ph i th  h y s ng v  tr i nghi m t t c  nh ng g  t n t i trong   i  osho,"“Càng có nhiều trải nghiệm, bạn càng trưởng thành hơn. Vì vậy, đừng sợ phải thử, hãy sống và trải nghiệm tất cả những gì tồn tại trong đời” – Osho.",càng nhiều trải nghiệm bạn càng hơn đừng sợ phải thử hãy sống trải nghiệm đời osho
hhyrktc17p,5,"Màu sắc:nau
Đúng với mô tả:chuan
Chất liệu:áo gió

Mình đã nhận được áo của yody màu nâu mình rất thích chật đẹp mềm mịn",1,màu_sắc : nau đúng mô_tả : chuan chất_liệu : áo gió nhận áo của yody màu nâu thích chật_đẹp mềm mịn,"Màu sắc:nau
Đúng với mô tả:chuan
Chất liệu:áo gió

Mình đã nhận được áo của yody màu nâu mình rất thích chật đẹp mềm mịn","Màu sắcnau
Đúng với mô tảchuan
Chất liệuáo gió

Mình đã nhận được áo của yody màu nâu mình rất thích chật đẹp mềm mịn",M u s c nau   ng v i m  t  chuan Ch t li u  o gi   M nh    nh n    c  o c a yody m u n u m nh r t th ch ch t   p m m m n,m u s cnau   ng v i m  t chuan ch t li u o gi   m nh    nh n    c  o c a yody m u n u m nh r t th ch ch t   p m m m n,Màu sắc:nau Đúng với mô tả:chuan Chất liệu:áo gió Mình đã nhận được áo của yody màu nâu mình rất thích chật đẹp mềm mịn,nau đúng chuan mình nhận áo yody màu nâu mình thích chật đẹp mềm mịn
a*****n,5,"Đúng với mô tả:đúng
Chất liệu:gió
Màu sắc:xanh

Phom đẹp. Mặc ấm. Hìng ảnh chỉ mang tính chất nhận xu",1,đúng mô_tả : đúng chất_liệu : gió màu_sắc : xanh phom đẹp . mặc ấm . hìng ảnh chỉ mang tính_chất nhận xu,"Đúng với mô tả:đúng
Chất liệu:gió
Màu sắc:xanh

Phom đẹp. Mặc ấm. Hìng ảnh chỉ mang tính chất nhận xu","Đúng với mô tảđúng
Chất liệugió
Màu sắcxanh

Phom đẹp Mặc ấm Hìng ảnh chỉ mang tính chất nhận xu",  ng v i m  t    ng Ch t li u gi  M u s c xanh  Phom   p  M c  m  H ng  nh ch  mang t nh ch t nh n xu,  ng v i m  t   ng ch t li ugi  m u s cxanh  phom   p m c  m h ng  nh ch  mang t nh ch t nh n xu,Đúng với mô tả:đúng Chất liệu:gió Màu sắc:xanh Phom đẹp. Mặc ấm. Hìng ảnh chỉ mang tính chất nhận xu,đúng đúng gió xanh phom đẹp mặc ấm hìng ảnh chỉ mang nhận xu
ngoclongnhan,5,"Bên này mình mua nhiều lần rồi. Lần nào cũng ưng ý  giá bình dân ,chất lưowngn ổn ạ",1,"bên mua nhiều lần rồi . lần nào cũng ưng_ý giá bình_dân , chất lưowngn ổn ạ","Bên này mình mua nhiều lần rồi. Lần nào cũng ưng ý  giá bình dân ,chất lưowngn ổn ạ",Bên này mình mua nhiều lần rồi Lần nào cũng ưng ý  giá bình dân chất lưowngn ổn ạ,B n n y m nh mua nhi u l n r i  L n n o c ng  ng    gi  b nh d n  ch t l owngn  n  ,b n n y m nh mua nhi u l n r i l n n o c ng  ng    gi  b nh d n ch t l owngn  n  ,"Bên này mình mua nhiều lần rồi. Lần nào cũng ưng ý giá bình dân ,chất lưowngn ổn ạ",bên mình mua nhiều lần rồi lần nào cũng giá chất lưowngn ổn
xinem99,4,"Chất liệu:ok
Đúng với mô tả:tot
Màu sắc:đen

Giao hàng nhanh, ngon bổ rẻ, hợp túi tiền nên mua nhé a e",1,"chất_liệu : ok đúng mô_tả : tot màu_sắc : đen giao hàng nhanh , ngon_bổ rẻ , hợp túi_tiền nên mua nhé a_e","Chất liệu:ok
Đúng với mô tả:tot
Màu sắc:đen

Giao hàng nhanh, ngon bổ rẻ, hợp túi tiền nên mua nhé a e","Chất liệuok
Đúng với mô tảtot
Màu sắcđen

Giao hàng nhanh ngon bổ rẻ hợp túi tiền nên mua nhé a e",Ch t li u ok   ng v i m  t  tot M u s c  en  Giao h ng nhanh  ngon b  r   h p t i ti n n n mua nh  a e,ch t li uok   ng v i m  t tot m u s c en  giao h ng nhanh ngon b  r  h p t i ti n n n mua nh  a e,"Chất liệu:ok Đúng với mô tả:tot Màu sắc:đen Giao hàng nhanh, ngon bổ rẻ, hợp túi tiền nên mua nhé a e",ok đúng tot đen giao hàng nhanh ngon bổ rẻ hợp mua
xinem99,4,"Đúng với mô tả:ok
Màu sắc:xám
Chất liệu:vải

Giao hàng nhanh, ngon bổ rẻ, hợp túi tiền nên mua nhé a e",1,"đúng mô_tả : ok màu_sắc : xám chất_liệu : vải giao hàng nhanh , ngon_bổ rẻ , hợp túi_tiền nên mua nhé a_e","Đúng với mô tả:ok
Màu sắc:xám
Chất liệu:vải

Giao hàng nhanh, ngon bổ rẻ, hợp túi tiền nên mua nhé a e","Đúng với mô tảok
Màu sắcxám
Chất liệuvải

Giao hàng nhanh ngon bổ rẻ hợp túi tiền nên mua nhé a e",  ng v i m  t  ok M u s c x m Ch t li u v i  Giao h ng nhanh  ngon b  r   h p t i ti n n n mua nh  a e,  ng v i m  t ok m u s cx m ch t li uv i  giao h ng nhanh ngon b  r  h p t i ti n n n mua nh  a e,"Đúng với mô tả:ok Màu sắc:xám Chất liệu:vải Giao hàng nhanh, ngon bổ rẻ, hợp túi tiền nên mua nhé a e",đúng ok xám vải giao hàng nhanh ngon bổ rẻ hợp mua
4*****q,5,"Chất liệu:gió
Màu sắc:xanh than
Đúng với mô tả:đúng

Giao hàng siêu nhanh mới đặt hôm qua nay đã nhận được áo nhà yody thì khỏi phải lo về chất lượng quá OK",1,chất_liệu : gió màu_sắc : xanh than đúng mô_tả : đúng giao hàng siêu nhanh mới đặt hôm_qua nay nhận áo nhà yody khỏi phải lo về chất_lượng quá ok,"Chất liệu:gió
Màu sắc:xanh than
Đúng với mô tả:đúng

Giao hàng siêu nhanh mới đặt hôm qua nay đã nhận được áo nhà yody thì khỏi phải lo về chất lượng quá OK","Chất liệugió
Màu sắcxanh than
Đúng với mô tảđúng

Giao hàng siêu nhanh mới đặt hôm qua nay đã nhận được áo nhà yody thì khỏi phải lo về chất lượng quá OK",Ch t li u gi  M u s c xanh than   ng v i m  t    ng  Giao h ng si u nhanh m i   t h m qua nay    nh n    c  o nh  yody th  kh i ph i lo v  ch t l  ng qu  OK,ch t li ugi  m u s cxanh than   ng v i m  t   ng  giao h ng si u nhanh m i   t h m qua nay    nh n    c  o nh  yody th  kh i ph i lo v  ch t l  ng qu  ok,Chất liệu:gió Màu sắc:xanh than Đúng với mô tả:đúng Giao hàng siêu nhanh mới đặt hôm qua nay đã nhận được áo nhà yody thì khỏi phải lo về chất lượng quá OK,gió xanh than đúng đúng giao hàng siêu nhanh mới đặt nay nhận áo nhà yody khỏi phải lo về quá ok
kimthoaahiha,5,"Áo đẹp, đóng gói cẩn thận, sản phẩm như quảng cáo, giao hàng nhanh nên mua nha",1,"áo đẹp , đóng_gói cẩn_thận , sản_phẩm như quảng_cáo , giao hàng nhanh nên mua nha","Áo đẹp, đóng gói cẩn thận, sản phẩm như quảng cáo, giao hàng nhanh nên mua nha",Áo đẹp đóng gói cẩn thận sản phẩm như quảng cáo giao hàng nhanh nên mua nha, o   p    ng g i c n th n  s n ph m nh  qu ng c o  giao h ng nhanh n n mua nha, o   p   ng g i c n th n s n ph m nh  qu ng c o giao h ng nhanh n n mua nha,"Áo đẹp, đóng gói cẩn thận, sản phẩm như quảng cáo, giao hàng nhanh nên mua nha",áo đẹp giao hàng nhanh mua nha
